Shipsure Account Description,Level,Shipsure Account Number,Account Type,HFM Account Number,HFM Account Description,,,,
HSBC - CAD #2 A/C,3,1211154,Balance Sheet,BS28100,HSBC Bank Balances,,,,
HSBC - USD,3,1211155,Balance Sheet,BS28100,HSBC Bank Balances,,,,
HSBC - EUR,3,1211156,Balance Sheet,BS28100,HSBC Bank Balances,,,,
HSBC - GBP,3,1211157,Balance Sheet,BS28100,HSBC Bank Balances,,,,
HSBC ACQUISION ACCOUNT,3,1211158,Balance Sheet,BS28100,HSBC Bank Balances,,,,
HSBC - USD 2,3,1211159,Balance Sheet,BS28100,HSBC Bank Balances,,,,
ARAB BANK LTD - CYP,3,1211160,Balance Sheet,BS28300,Other Bank Balances,,,,
ARAB BANK LTD - USD,3,1211161,Balance Sheet,BS28300,Other Bank Balances,,,,
BULBANK - BGN,3,1211170,Balance Sheet,BS28300,Other Bank Balances,,,,
BULBANK - EUR,3,1211171,Balance Sheet,BS28300,Other Bank Balances,,,,
BULBANK - USD,3,1211172,Balance Sheet,BS28300,Other Bank Balances,,,,
BULBANK - USD #2,3,1211173,Balance Sheet,BS28300,Other Bank Balances,,,,
BULBANK - BGN #2,3,1211174,Balance Sheet,BS28300,Other Bank Balances,,,,
ICBC - CNY,3,1211175,Balance Sheet,BS28300,Other Bank Balances,,,,
CCF MONACO - USD,3,1211180,Balance Sheet,BS28300,Other Bank Balances,,,,
BNP Monaco - EUR,3,1211190,Balance Sheet,BS28300,Other Bank Balances,,,,
BNP MONACO - EUR #2 A/C,3,1211191,Balance Sheet,BS28300,Other Bank Balances,,,,
BNP Paribas - USD A/c,3,1211192,Balance Sheet,BS28300,Other Bank Balances,,,,
ODESSA BANK - USD,3,1211200,Balance Sheet,BS28300,Other Bank Balances,,,,
BANK OF BERMUDA - USD,3,1211210,Balance Sheet,BS28300,Other Bank Balances,,,,
BANK OF BERMUDA - CHF,3,1211211,Balance Sheet,BS28300,Other Bank Balances,,,,
BANK OF BERMUDA - GBP,3,1211212,Balance Sheet,BS28300,Other Bank Balances,,,,
BANK OF BERMUDA - EUR,3,1211213,Balance Sheet,BS28300,Other Bank Balances,,,,
BANK OF BERMUDA - SGD,3,1211214,Balance Sheet,BS28300,Other Bank Balances,,,,
CORPORATION BANK - BOMBAY -INR,3,1211215,Balance Sheet,BS28300,Other Bank Balances,,,,
DENA Bank - INR,3,1211216,Balance Sheet,BS28300,Other Bank Balances,,,,
STATE BANK OF INDIA,3,1211217,Balance Sheet,BS28300,Other Bank Balances,,,,
STD.CHARTERED BK (BOMBAY)(IRP),3,1211220,Balance Sheet,BS28300,Other Bank Balances,,,,
STD CHARTERED BK PAY ORDER - I,3,1211221,Balance Sheet,BS28300,Other Bank Balances,,,,
STD CHARTERED BK - USD,3,1211222,Balance Sheet,BS28300,Other Bank Balances,,,,
Standard Chartered Bank - SGD,3,1211223,Balance Sheet,BS28300,Other Bank Balances,,,,
Overseas Chinese Banking Corp,3,1211224,Balance Sheet,BS28300,Other Bank Balances,,,,
United Overseas Bank - SGD,3,1211225,Balance Sheet,BS28300,Other Bank Balances,,,,
STD.CHARTERED BK - TAKA,3,1211226,Balance Sheet,BS28300,Other Bank Balances,,,,
HANSA BANK (LATVIA) - USD,3,1211230,Balance Sheet,BS28300,Other Bank Balances,,,,
HANSABANK - EUR,3,1211231,Balance Sheet,BS28300,Other Bank Balances,,,,
HANSABANK - EEK,3,1211232,Balance Sheet,BS28300,Other Bank Balances,,,,
HANSABANK RIGA - USD,3,1211233,Balance Sheet,BS28300,Other Bank Balances,,,,
HANSA BANK - NOK,3,1211234,Balance Sheet,BS28300,Other Bank Balances,,,,
HANSABANK RIGA - EUR,3,1211236,Balance Sheet,BS28300,Other Bank Balances,,,,
HANSABANK RIGA - LVL,3,1211237,Balance Sheet,BS28300,Other Bank Balances,,,,
HANSA BANK - GBP,3,1211238,Balance Sheet,BS28300,Other Bank Balances,,,,
MERITA BANK (LONDON) - USD,3,1211240,Balance Sheet,BS28300,Other Bank Balances,,,,
PAREX BANK (LATVIA) - USD,3,1211250,Balance Sheet,BS28300,Other Bank Balances,,,,
PAREX BANK - EUR,3,1211251,Balance Sheet,BS28300,Other Bank Balances,,,,
PORTO FRANCO COMMERCIAL BK-USD,3,1211260,Balance Sheet,BS28300,Other Bank Balances,,,,
Porto Franco Commercial - UAH,3,1211261,Balance Sheet,BS28300,Other Bank Balances,,,,
Pivdenni Bank,3,1211262,Balance Sheet,BS28300,Other Bank Balances,,,,
Hamburg Commercial Bank AG,3,1211263,Balance Sheet,BS28300,Other Bank Balances,,,,
Hamburg Commercial Bank AG - U,3,1211264,Balance Sheet,BS28300,Other Bank Balances,,,,
Sparkasse Mittelholstein-EUR,3,1211265,Balance Sheet,BS28300,Other Bank Balances,,,,
SOCIETE GENERALE  EUR,3,1211270,Balance Sheet,BS28300,Other Bank Balances,,,,
SOCIETE GENERALE  USD,3,1211271,Balance Sheet,BS28300,Other Bank Balances,,,,
ERSTE & STEIERMAERKISCHE USD,3,1211272,Balance Sheet,BS28300,Other Bank Balances,,,,
FINA RIJEKA HRK,3,1211273,Balance Sheet,BS28300,Other Bank Balances,,,,
FINA SPLIT HRK,3,1211274,Balance Sheet,BS28300,Other Bank Balances,,,,
UNICREDIT USD,3,1211275,Balance Sheet,BS28300,Other Bank Balances,,,,
UNICREDIT - BULBANK BGN,3,1211276,Balance Sheet,BS28300,Other Bank Balances,,,,
UNICREDIT EUR,3,1211277,Balance Sheet,BS28300,Other Bank Balances,,,,
BANK OF CHINA (SHANGHAI),3,1211280,Balance Sheet,BS28300,Other Bank Balances,,,,
BANK OF CHINA SHANGHAI USD,3,1211281,Balance Sheet,BS28300,Other Bank Balances,,,,
Bank of China-Loan (USD),3,1211282,Balance Sheet,BS28300,Other Bank Balances,,,,
Citibank AED,3,1211283,Balance Sheet,BS28300,Other Bank Balances,,,,
Citibank PLN,3,1211284,Balance Sheet,BS28300,Other Bank Balances,,,,
Citibank BUG,3,1211285,Balance Sheet,BS28300,Other Bank Balances,,,,
Citibank MYR,3,1211286,Balance Sheet,BS28200,CITI Bank Balances,,,,
Citibank Greece USD,3,1211287,Balance Sheet,BS28200,CITI Bank Balances,,,,
Citibank Greece EUR,3,1211288,Balance Sheet,BS28200,CITI Bank Balances,,,,
Citibank Greece SAL EUR,3,1211289,Balance Sheet,BS28200,CITI Bank Balances,,,,
Nordea Bank - USD,3,1211290,Balance Sheet,BS28300,Other Bank Balances,,,,
Nordea Bank - EUR,3,1211291,Balance Sheet,BS28300,Other Bank Balances,,,,
Nordea Bank - USD Deposits,3,1211292,Balance Sheet,BS27100,Client Accounts,,,,
Nordea GBP,3,1211293,Balance Sheet,BS28300,Other Bank Balances,,,,
Nordea SGD,3,1211294,Balance Sheet,BS28300,Other Bank Balances,,,,
Natwest Bank London - GBP A/c,3,1211300,Balance Sheet,BS28300,Other Bank Balances,,,,
NAT WEST LONDON - EUR,3,1211301,Balance Sheet,BS28300,Other Bank Balances,,,,
Natwest Bank London - USD A/c,3,1211310,Balance Sheet,BS28300,Other Bank Balances,,,,
HSBC Bank - AED,3,1211320,Balance Sheet,BS28100,HSBC Bank Balances,,,,
HSBC SGD,3,1211321,Balance Sheet,BS28100,HSBC Bank Balances,,,,
HSBC SGD 2,3,1211322,Balance Sheet,BS28100,HSBC Bank Balances,,,,
ING BANK N.V. - BUCHAREST- ROL,3,1211350,Balance Sheet,BS28300,Other Bank Balances,,,,
ING BANK N.V. - BUCHAREST- EUR,3,1211351,Balance Sheet,BS28300,Other Bank Balances,,,,
ING BANK N.V. - BUCHAREST- USD,3,1211352,Balance Sheet,BS28300,Other Bank Balances,,,,
Nordea Bank Norge ASA,3,1211390,Balance Sheet,BS28300,Other Bank Balances,,,,
THE ROYAL BANK OF SCOTLAND-USD,3,1211400,Balance Sheet,BS28300,Other Bank Balances,,,,
THE ROYAL BANK OF SCOTLAND-EUR,3,1211401,Balance Sheet,BS28300,Other Bank Balances,,,,
THE ROYAL BK OF SCOT.-USD(IOM),3,1211402,Balance Sheet,BS28300,Other Bank Balances,,,,
THE ROYAL BK OF SCOT.-EUR(IOM),3,1211403,Balance Sheet,BS28300,Other Bank Balances,,,,
DBS Singapore-SGD,3,1211450,Balance Sheet,BS28300,Other Bank Balances,,,,
DBS SINGAPORE - USD,3,1211451,Balance Sheet,BS28300,Other Bank Balances,,,,
IOM BANK - GBP,3,1211500,Balance Sheet,BS28100,HSBC Bank Balances,,,,
IOM BANK – USD,3,1211501,Balance Sheet,BS28100,HSBC Bank Balances,,,,
IOM BANK - EUR,3,1211505,Balance Sheet,BS28300,Other Bank Balances,,,,
IOM BANK - NOK,3,1211510,Balance Sheet,BS28100,HSBC Bank Balances,,,,
EUNIBANK - DKR,3,1211560,Balance Sheet,BS28300,Other Bank Balances,,,,
NORDEA BANK  - DKK,3,1211565,Balance Sheet,BS28300,Other Bank Balances,,,,
NORDEA BANK - NOK,3,1211566,Balance Sheet,BS28300,Other Bank Balances,,,,
UNIBANK - USD,3,1211567,Balance Sheet,BS28300,Other Bank Balances,,,,
Citibank Denmark - DKK,3,1211568,Balance Sheet,BS28100,HSBC Bank Balances,,,,
"Banque Franck, Galland & Cie S",3,1211570,Balance Sheet,BS28100,HSBC Bank Balances,,,,
BERENBERG BK - EUR,3,1211580,Balance Sheet,BS28300,Other Bank Balances,,,,
BERENBERG BK - EUR #2A/C,3,1211581,Balance Sheet,BS28300,Other Bank Balances,,,,
BERENBERG BK - USD,3,1211582,Balance Sheet,BS28300,Other Bank Balances,,,,
EFG EUROBANK - USD,3,1211590,Balance Sheet,BS28300,Other Bank Balances,,,,
EFG EUROBANK - EUR,3,1211591,Balance Sheet,BS28300,Other Bank Balances,,,,
BERENBERG (HAMBURG)-EUR A/C#1,3,1211600,Balance Sheet,BS28300,Other Bank Balances,,,,
BERENBERG (HAMBURG)-EUR A/C#2,3,1211601,Balance Sheet,BS28300,Other Bank Balances,,,,
BERENBERG (HAMBURG)-USD A/C,3,1211610,Balance Sheet,BS28300,Other Bank Balances,,,,
CASSA DI RISPARMIO D'CARR-EUR,3,1211611,Balance Sheet,BS28300,Other Bank Balances,,,,
CASSA DI RISPARMIO D'CARR-USD,3,1211612,Balance Sheet,BS28300,Other Bank Balances,,,,
NATIONAL BANK OF DUBAI,3,1211641,Balance Sheet,BS28300,Other Bank Balances,,,,
WACHOVIA BANK N.A. - HOUSTON,3,1211650,Balance Sheet,BS28300,Other Bank Balances,,,,
BANK OF BOSTON,3,1211660,Balance Sheet,BS28300,Other Bank Balances,,,,
Post Office - CHF,3,1211700,Balance Sheet,BS28300,Other Bank Balances,,,,
PHP - HSBC Current Account,3,1211740,Balance Sheet,BS28300,Other Bank Balances,,,,
PNB CURRENT A/C - USD,3,1211741,Balance Sheet,BS28300,Other Bank Balances,,,,
Landbank PHP,3,1211742,Balance Sheet,BS28100,HSBC Bank Balances,,,,
BPI - PHP,3,1211750,Balance Sheet,BS28300,Other Bank Balances,,,,
BPI - PHP no 2 a/c,3,1211751,Balance Sheet,BS28300,Other Bank Balances,,,,
BPI - Euro,3,1211752,Balance Sheet,BS28300,Other Bank Balances,,,,
BPI - USD,3,1211753,Balance Sheet,BS28300,Other Bank Balances,,,,
BPI - PHP Pension Funds,3,1211754,Balance Sheet,BS28300,Other Bank Balances,,,,
Banca Intesa San Paolo Spa - G,3,1211755,Balance Sheet,BS28300,Other Bank Balances,,,,
Banca Intesa San Paolo Spa - U,3,1211756,Balance Sheet,BS28300,Other Bank Balances,,,,
Banca Intesa San Paolo Spa - N,3,1211757,Balance Sheet,BS28300,Other Bank Balances,,,,
Ergobank - USD,3,1211770,Balance Sheet,BS28300,Other Bank Balances,,,,
EFG EUROBANK ERGASIAS - EURO A,3,1211771,Balance Sheet,BS28300,Other Bank Balances,,,,
Bank South Pacific - Kiunga,3,1211775,Balance Sheet,BS28300,Other Bank Balances,,,,
Wells Fargo USD,3,1211776,Balance Sheet,BS28100,HSBC Bank Balances,,,,
Wells Fargo No2 USD,3,1211777,Balance Sheet,BS28100,HSBC Bank Balances,,,,
BANK OF AMERICA USD,3,1211778,Balance Sheet,BS28100,HSBC Bank Balances,,,,
Bank of Montreal - CAD,3,1211779,Balance Sheet,BS28100,HSBC Bank Balances,,,,
Bank of Montreal - USD,3,1211787,Balance Sheet,BS28100,HSBC Bank Balances,,,,
Bank of Montreal - CAD #2,3,1211788,Balance Sheet,BS28100,HSBC Bank Balances,,,,
Türkiye Vakiflar Bankasi T.A.O,3,1211789,Balance Sheet,BS28300,Other Bank Balances,,,,
Metrobank PHP,3,1211791,Balance Sheet,BS28100,HSBC Bank Balances,,,,
Metrobank PHP no 2,3,1211792,Balance Sheet,BS28100,HSBC Bank Balances,,,,
Metrobank USD,3,1211793,Balance Sheet,BS28100,HSBC Bank Balances,,,,
Citibank London - USD Deposit,3,1212010,Balance Sheet,BS28300,Other Bank Balances,,,,
CITIBANK LONDON-GBP DEPOS.A/C,3,1212020,Balance Sheet,BS28300,Other Bank Balances,,,,
CITIBANK LONDON-EUR DEPOS. A/C,3,1212030,Balance Sheet,BS28300,Other Bank Balances,,,,
HSBC DEPOSIT - USD,3,1212031,Balance Sheet,BS28100,HSBC Bank Balances,,,,
HSBC DEPOSIT - AED,3,1212032,Balance Sheet,BS28100,HSBC Bank Balances,,,,
CITIBANK SINGAPORE - DEPOSIT U,3,1212035,Balance Sheet,BS28300,Other Bank Balances,,,,
Bank of Scotland - Deposit USD,3,1212040,Balance Sheet,BS28300,Other Bank Balances,,,,
Bank of Scotland - Deposit NOK,3,1212045,Balance Sheet,BS28300,Other Bank Balances,,,,
BANK OF SCOTLAND - DEPOSIT GBP,3,1212050,Balance Sheet,BS28300,Other Bank Balances,,,,
BANK OF SCOTLAND - DEPOSIT CAD,3,1212060,Balance Sheet,BS28300,Other Bank Balances,,,,
BANK OF SCOTLAND - DEPOSIT EUR,3,1212070,Balance Sheet,BS28300,Other Bank Balances,,,,
BANK OF CYPRUS - DEPOSIT CYP,3,1212080,Balance Sheet,BS28300,Other Bank Balances,,,,
BANK OF CYPRUS - DEPOSIT USD,3,1212090,Balance Sheet,BS28300,Other Bank Balances,,,,
BANK OF CYPRUS LTD - EUR,3,1212091,Balance Sheet,BS28300,Other Bank Balances,,,,
BPI Deposit A/c - Eur,3,1212100,Balance Sheet,BS28300,Other Bank Balances,,,,
BPI Deposit A/c - USD,3,1212101,Balance Sheet,BS28300,Other Bank Balances,,,,
PHP - HSBC Current Account,3,1212102,Balance Sheet,BS28300,Other Bank Balances,,,,
EFG Eurobank - USD,3,1212110,Balance Sheet,BS28300,Other Bank Balances,,,,
Natwest Deposit A/c - GBP,3,1212120,Balance Sheet,BS28300,Other Bank Balances,,,,
DNB - NOK,3,1212121,Balance Sheet,BS28300,Other Bank Balances,,,,
DNB - USD,3,1212122,Balance Sheet,BS28300,Other Bank Balances,,,,
DNB NOK - Tax Deposit A/c,3,1212123,Balance Sheet,BS28300,Other Bank Balances,,,,
T.Depost Overland Lugano - USD,3,1212124,Balance Sheet,BS28300,Other Bank Balances,,,,
T.Deposit Overland Lugano - CH,3,1212125,Balance Sheet,BS28300,Other Bank Balances,,,,
BSI - USD,3,1212126,Balance Sheet,BS28300,Other Bank Balances,,,,
BSI - CHF,3,1212127,Balance Sheet,BS28300,Other Bank Balances,,,,
BSI - GBP,3,1212128,Balance Sheet,BS28300,Other Bank Balances,,,,
BSI - EUR,3,1212129,Balance Sheet,BS28300,Other Bank Balances,,,,
Lloyds TSB Offshore Ltd - Cap,3,1212130,Balance Sheet,BS28300,Other Bank Balances,,,,
Lloyds TSB Offshore Ltd - Inc,3,1212131,Balance Sheet,BS28300,Other Bank Balances,,,,
Lloyds TSB Offshore Ltd - Cap,3,1212132,Balance Sheet,BS28300,Other Bank Balances,,,,
Lloyds TSB Offshore Ltd - Inc,3,1212133,Balance Sheet,BS28300,Other Bank Balances,,,,
Barclays - GBP,3,1212134,Balance Sheet,BS28300,Other Bank Balances,,,,
Barclays Business Premium A/C,3,1212135,Balance Sheet,BS28300,Other Bank Balances,,,,
Barclays USD Deposit A/C - USD,3,1212136,Balance Sheet,BS28300,Other Bank Balances,,,,
ABN AMRO Receipts A/C - EUR,3,1212137,Balance Sheet,BS28300,Other Bank Balances,,,,
ABN AMRO Payments A/C - EUR,3,1212138,Balance Sheet,BS28300,Other Bank Balances,,,,
Commercial Bank of Dubai - AED,3,1212139,Balance Sheet,BS28300,Other Bank Balances,,,,
HSBC - AED,3,1212140,Balance Sheet,BS28100,HSBC Bank Balances,,,,
HSBC - BHD,3,1212141,Balance Sheet,BS28100,HSBC Bank Balances,,,,
HSBC Brazil - BRL,3,1212142,Balance Sheet,BS28100,HSBC Bank Balances,,,,
HSBC China General CNY,3,1212143,Balance Sheet,BS28100,HSBC Bank Balances,,,,
HSBC China Basic CNY,3,1212144,Balance Sheet,BS28100,HSBC Bank Balances,,,,
HSBC PLN,3,1212145,Balance Sheet,BS28300,Other Bank Balances,,,,
HSBC - Social Account PLN,3,1212146,Balance Sheet,BS28300,Other Bank Balances,,,,
T Deposit Ergobank - USD,3,1212150,Balance Sheet,BS28300,Other Bank Balances,,,,
Citibank London - USD Client A,3,1213005,Balance Sheet,BS27100,Client Accounts,,,,
Citibank London - USD Client A,3,1213006,Balance Sheet,BS27100,Client Accounts,,,,
CITIBANK LONDON USD - No 3 A/C,3,1213007,Balance Sheet,BS27100,Client Accounts,,,,
Citibank London GBP Client A/c,3,1213010,Balance Sheet,BS27100,Client Accounts,,,,
Citibank London Eur Client A/c,3,1213015,Balance Sheet,BS27100,Client Accounts,,,,
CITIBANK LONDON-EUR- 2 CLIENT,3,1213016,Balance Sheet,BS27100,Client Accounts,,,,
RBS USD Client,3,1213020,Balance Sheet,BS27100,Client Accounts,,,,
RBS GBP Client,3,1213025,Balance Sheet,BS27100,Client Accounts,,,,
RBS Eur Client,3,1213030,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Summit Terra - Eur,3,1213031,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Rene - Eur,3,1213032,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Jeanne-Marie - Eur,3,1213033,Balance Sheet,BS27100,Client Accounts,,,,
S.C.Bank - SSM IN Allotment -,3,1213034,Balance Sheet,BS27100,Client Accounts,,,,
S.C.Bank - SSM SG Allotment -,3,1213035,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Jeanne-Marie - USD,3,1213036,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Intermediary A/c,3,1213037,Balance Sheet,BS27100,Client Accounts,,,,
HSBC New Wisdom - Eur,3,1213038,Balance Sheet,BS27100,Client Accounts,,,,
HSBC New Vision - Eur,3,1213039,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Samco Europe - Eur,3,1213040,Balance Sheet,BS27100,Client Accounts,,,,
HSBC New Wisdom - USD,3,1213041,Balance Sheet,BS27100,Client Accounts,,,,
HSBC New Vision - USD,3,1213042,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Samco Europe - USD,3,1213043,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Tour Pomerol  - Eur,3,1213044,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Tour Pomerol - USD,3,1213045,Balance Sheet,BS27100,Client Accounts,,,,
CCF (EUR) #1,3,1213100,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Eole - Eur,3,1213101,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Sichem Croisic,3,1213102,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Philippine - USD,3,1213103,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Eole - USD,3,1213104,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Sichem Croisic - USD,3,1213105,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Philippine - Eur,3,1213106,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Pointe Du Castel - Eur,3,1213107,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Pointe Du Castel - USD,3,1213108,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Tour Margaux - Eur,3,1213109,Balance Sheet,BS27100,Client Accounts,,,,
CCF Philippine EUR,3,1213110,Balance Sheet,BS27100,Client Accounts,,,,
CCF Philippine USD,3,1213111,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Tour Margaux - USD,3,1213112,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Laperouse - Eur,3,1213113,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Laperouse - USD,3,1213114,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Samco America - Eur,3,1213115,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Samco America - USD,3,1213116,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Samco Raven - Eur,3,1213117,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Samco Raven - USD,3,1213118,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Pointe Du Castel Sing - E,3,1213119,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Pointe Du Castle Sing - U,3,1213120,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Tour Margaux Sing - Eur,3,1213121,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Tour Margaux Sing - USD,3,1213122,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Sichem Mississipi - Eur,3,1213123,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Sichem Mississipi - USD,3,1213124,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Vessel - AED,3,1213125,Balance Sheet,BS27100,Client Accounts,,,,
HSBC - Vessel - USD,3,1213126,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Vessels - EUR,3,1213127,Balance Sheet,BS27100,Client Accounts,,,,
PCIM CLIENT A/C - USD,3,1213128,Balance Sheet,BS27100,Client Accounts,,,,
PCIM CLIENT A/C - PHP,3,1213129,Balance Sheet,BS27100,Client Accounts,,,,
BDO CLIENT A/C - PHP,3,1213130,Balance Sheet,BS27100,Client Accounts,,,,
HSBC MARIMA,3,1213140,Balance Sheet,BS28100,HSBC Bank Balances,,,,
HSBC COMARGAZ,3,1213141,Balance Sheet,BS28100,HSBC Bank Balances,,,,
Nordea - USD,3,1213150,Balance Sheet,BS27100,Client Accounts,,,,
1213201 Citibank Singapore EUR,3,1213201,Balance Sheet,BS27100,Client Accounts,,,,
Citibank Singapore USD A/c 2,3,1213202,Balance Sheet,BS27100,Client Accounts,,,,
Citibank Singapore USD A/c 3,3,1213203,Balance Sheet,BS27100,Client Accounts,,,,
Citibank Singapore SGD A/c 2,3,1213204,Balance Sheet,BS27100,Client Accounts,,,,
Citibank Singapore GBP Client,3,1213205,Balance Sheet,BS27100,Client Accounts,,,,
Citibank Singapore SGD A/c 3,3,1213206,Balance Sheet,BS27100,Client Accounts,,,,
CITIBANK AUSTRALIA - AUD,3,1213207,Balance Sheet,BS27100,Client Accounts,,,,
Citibank London NKR,3,1213210,Balance Sheet,BS27100,Client Accounts,,,,
BPI Client C/A - PHP,3,1213220,Balance Sheet,BS27100,Client Accounts,,,,
BPI Client Savings A/C - USD,3,1213221,Balance Sheet,BS27100,Client Accounts,,,,
BPI Client Savings A/c - PHP,3,1213222,Balance Sheet,BS27100,Client Accounts,,,,
PNB Current A/c - PHP,3,1213223,Balance Sheet,BS27100,Client Accounts,,,,
BPI Client Current A/C - USD,3,1213224,Balance Sheet,BS27100,Client Accounts,,,,
BDO Client USD,3,1213231,Balance Sheet,BS27100,Client Accounts,,,,
